consumption,interval_start,interval_end,date,time
0.099,2022-06-24T09:30:00Z,2022-06-24T10:00:00Z,2022-06-24,09:30:00
0.026,2022-06-24T10:00:00Z,2022-06-24T10:30:00Z,2022-06-24,10:00:00
0.128,2022-06-24T10:30:00Z,2022-06-24T11:00:00Z,2022-06-24,10:30:00
0.099,2022-06-24T11:00:00Z,2022-06-24T11:30:00Z,2022-06-24,11:00:00
0.067,2022-06-24T11:30:00Z,2022-06-24T12:00:00Z,2022-06-24,11:30:00
0.088,2022-06-24T12:00:00Z,2022-06-24T12:30:00Z,2022-06-24,12:00:00
0.058,2022-06-24T12:30:00Z,2022-06-24T13:00:00Z,2022-06-24,12:30:00
0.083,2022-06-24T13:00:00Z,2022-06-24T13:30:00Z,2022-06-24,13:00:00
0.073,2022-06-24T13:30:00Z,2022-06-24T14:00:00Z,2022-06-24,13:30:00
0.128,2022-06-24T14:00:00Z,2022-06-24T14:30:00Z,2022-06-24,14:00:00
0.054,2022-06-24T14:30:00Z,2022-06-24T15:00:00Z,2022-06-24,14:30:00
0.024,2022-06-24T15:00:00Z,2022-06-24T15:30:00Z,2022-06-24,15:00:00
0.423,2022-06-24T15:30:00Z,2022-06-24T16:00:00Z,2022-06-24,15:30:00
0.114,2022-06-24T16:00:00Z,2022-06-24T16:30:00Z,2022-06-24,16:00:00
0.042,2022-06-24T16:30:00Z,2022-06-24T17:00:00Z,2022-06-24,16:30:00
0.027,2022-06-24T17:00:00Z,2022-06-24T17:30:00Z,2022-06-24,17:00:00
0.079,2022-06-24T17:30:00Z,2022-06-24T18:00:00Z,2022-06-24,17:30:00
0.06,2022-06-24T18:00:00Z,2022-06-24T18:30:00Z,2022-06-24,18:00:00
0.073,2022-06-24T18:30:00Z,2022-06-24T19:00:00Z,2022-06-24,18:30:00
0.075,2022-06-24T19:00:00Z,2022-06-24T19:30:00Z,2022-06-24,19:00:00
0.053,2022-06-24T19:30:00Z,2022-06-24T20:00:00Z,2022-06-24,19:30:00
0.08,2022-06-24T20:00:00Z,2022-06-24T20:30:00Z,2022-06-24,20:00:00
0.047,2022-06-24T20:30:00Z,2022-06-24T21:00:00Z,2022-06-24,20:30:00
0.068,2022-06-24T21:00:00Z,2022-06-24T21:30:00Z,2022-06-24,21:00:00
0.04,2022-06-24T21:30:00Z,2022-06-24T22:00:00Z,2022-06-24,21:30:00
0.067,2022-06-24T22:00:00Z,2022-06-24T22:30:00Z,2022-06-24,22:00:00
0.014,2022-06-24T22:30:00Z,2022-06-24T23:00:00Z,2022-06-24,22:30:00
0.042,2022-06-24T23:00:00Z,2022-06-24T23:30:00Z,2022-06-24,23:00:00
0.016,2022-06-24T23:30:00Z,2022-06-25T00:00:00Z,2022-06-24,23:30:00
0.04,2022-06-25T00:00:00Z,2022-06-25T00:30:00Z,2022-06-25,00:00:00
0.016,2022-06-25T00:30:00Z,2022-06-25T01:00:00Z,2022-06-25,00:30:00
0.039,2022-06-25T01:00:00Z,2022-06-25T01:30:00Z,2022-06-25,01:00:00
0.305,2022-06-25T01:30:00Z,2022-06-25T02:00:00Z,2022-06-25,01:30:00
1.562,2022-06-25T02:00:00Z,2022-06-25T02:30:00Z,2022-06-25,02:00:00
1.534,2022-06-25T02:30:00Z,2022-06-25T03:00:00Z,2022-06-25,02:30:00
0.62,2022-06-25T03:00:00Z,2022-06-25T03:30:00Z,2022-06-25,03:00:00
0.017,2022-06-25T03:30:00Z,2022-06-25T04:00:00Z,2022-06-25,03:30:00
0.038,2022-06-25T04:00:00Z,2022-06-25T04:30:00Z,2022-06-25,04:00:00
0.015,2022-06-25T04:30:00Z,2022-06-25T05:00:00Z,2022-06-25,04:30:00
0.04,2022-06-25T05:00:00Z,2022-06-25T05:30:00Z,2022-06-25,05:00:00
0.014,2022-06-25T05:30:00Z,2022-06-25T06:00:00Z,2022-06-25,05:30:00
0.042,2022-06-25T06:00:00Z,2022-06-25T06:30:00Z,2022-06-25,06:00:00
0.08,2022-06-25T06:30:00Z,2022-06-25T07:00:00Z,2022-06-25,06:30:00
0.31,2022-06-25T07:00:00Z,2022-06-25T07:30:00Z,2022-06-25,07:00:00
0.119,2022-06-25T07:30:00Z,2022-06-25T08:00:00Z,2022-06-25,07:30:00
0.189,2022-06-25T08:00:00Z,2022-06-25T08:30:00Z,2022-06-25,08:00:00
0.034,2022-06-25T08:30:00Z,2022-06-25T09:00:00Z,2022-06-25,08:30:00
0.064,2022-06-25T09:00:00Z,2022-06-25T09:30:00Z,2022-06-25,09:00:00
0.22,2022-06-25T09:30:00Z,2022-06-25T10:00:00Z,2022-06-25,09:30:00
0.602,2022-06-25T10:00:00Z,2022-06-25T10:30:00Z,2022-06-25,10:00:00
0.057,2022-06-25T10:30:00Z,2022-06-25T11:00:00Z,2022-06-25,10:30:00
0.014,2022-06-25T11:00:00Z,2022-06-25T11:30:00Z,2022-06-25,11:00:00
0.041,2022-06-25T11:30:00Z,2022-06-25T12:00:00Z,2022-06-25,11:30:00
0.014,2022-06-25T12:00:00Z,2022-06-25T12:30:00Z,2022-06-25,12:00:00
0.043,2022-06-25T12:30:00Z,2022-06-25T13:00:00Z,2022-06-25,12:30:00
0.015,2022-06-25T13:00:00Z,2022-06-25T13:30:00Z,2022-06-25,13:00:00
0.043,2022-06-25T13:30:00Z,2022-06-25T14:00:00Z,2022-06-25,13:30:00
0.019,2022-06-25T14:00:00Z,2022-06-25T14:30:00Z,2022-06-25,14:00:00
0.065,2022-06-25T14:30:00Z,2022-06-25T15:00:00Z,2022-06-25,14:30:00
0.075,2022-06-25T15:00:00Z,2022-06-25T15:30:00Z,2022-06-25,15:00:00
0.101,2022-06-25T15:30:00Z,2022-06-25T16:00:00Z,2022-06-25,15:30:00
0.097,2022-06-25T16:00:00Z,2022-06-25T16:30:00Z,2022-06-25,16:00:00
0.073,2022-06-25T16:30:00Z,2022-06-25T17:00:00Z,2022-06-25,16:30:00
0.067,2022-06-25T17:00:00Z,2022-06-25T17:30:00Z,2022-06-25,17:00:00
0.056,2022-06-25T17:30:00Z,2022-06-25T18:00:00Z,2022-06-25,17:30:00
0.065,2022-06-25T18:00:00Z,2022-06-25T18:30:00Z,2022-06-25,18:00:00
0.072,2022-06-25T18:30:00Z,2022-06-25T19:00:00Z,2022-06-25,18:30:00
0.051,2022-06-25T19:00:00Z,2022-06-25T19:30:00Z,2022-06-25,19:00:00
0.082,2022-06-25T19:30:00Z,2022-06-25T20:00:00Z,2022-06-25,19:30:00
0.068,2022-06-25T20:00:00Z,2022-06-25T20:30:00Z,2022-06-25,20:00:00
0.079,2022-06-25T20:30:00Z,2022-06-25T21:00:00Z,2022-06-25,20:30:00
0.071,2022-06-25T21:00:00Z,2022-06-25T21:30:00Z,2022-06-25,21:00:00
0.069,2022-06-25T21:30:00Z,2022-06-25T22:00:00Z,2022-06-25,21:30:00
0.065,2022-06-25T22:00:00Z,2022-06-25T22:30:00Z,2022-06-25,22:00:00
0.017,2022-06-25T22:30:00Z,2022-06-25T23:00:00Z,2022-06-25,22:30:00
0.041,2022-06-25T23:00:00Z,2022-06-25T23:30:00Z,2022-06-25,23:00:00
0.014,2022-06-25T23:30:00Z,2022-06-26T00:00:00Z,2022-06-25,23:30:00
0.014,2022-06-25T23:30:00Z,2022-06-26T00:00:00Z,2022-06-25,23:30
